Price,Close,High,Low,Open,Volume,rsi,ema_9,ema_21,macd_line,target
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,,,
Date,,,,,,,,,,
2025-05-01,3210.0,3275.0,3198.60009765625,3272.89990234375,2131,46.84876097690649,3282.3923273328983,3227.974334637349,69.39928521318643,1
2025-05-02,3231.89990234375,3257.0,3225.0,3239.89990234375,1349,49.3269414817662,3272.293842335069,3228.33120442884,61.02720560281932,1
2025-05-05,3311.300048828125,3315.699951171875,3239.699951171875,3242.699951171875,244,57.33966908865779,3280.09508363368,3235.873826646957,60.10633205951535,1
2025-05-06,3411.39990234375,3430.89990234375,3356.800048828125,3365.5,2357,65.07544339978838,3306.3560473756943,3251.830742619393,66.68505099339245,0
2025-05-07,3381.39990234375,3418.699951171875,3364.699951171875,3418.699951171875,1080,61.36967158793935,3321.364818369306,3263.6097571397886,68.68621197015182,0
2025-05-08,3296.60009765625,3390.0,3288.699951171875,3390.0,200,52.058864718147454,3316.411874226695,3266.608879004921,62.706667495730926,1
2025-05-09,3335.39990234375,3335.5,3299.0,3299.0,216,55.4918008213115,3320.209479850106,3272.86260839936,60.402374421090826,0
2025-05-12,3220.0,3300.699951171875,3205.0,3300.699951171875,886,44.87299151983347,3300.167583880085,3268.0569167266904,48.70298023637406,1
2025-05-13,3240.300048828125,3251.39990234375,3223.5,3232.0,2424,46.86052032771863,3288.1940768696936,3265.5335650995476,40.6011456080123,0
2025-05-14,3181.39990234375,3233.0,3171.699951171875,3233.0,3518,41.98098553388698,3266.8352419645053,3257.885050303566,29.09227607298635,1
2025-05-15,3220.699951171875,3228.10009765625,3125.0,3151.0,652,46.138946091014276,3257.6081838059795,3254.5045867461395,22.878866217612085,0
2025-05-16,3182.0,3228.10009765625,3173.89990234375,3227.699951171875,199,42.78413842894941,3242.486547044784,3247.9132606783087,14.662906650913555,1
2025-05-19,3228.89990234375,3241.0,3228.300048828125,3234.39990234375,266,47.886478372375606,3239.7692181045777,3246.1847735569854,11.800105392165733,1
2025-05-20,3280.300048828125,3293.199951171875,3207.5,3219.0,356,52.99130558219236,3247.8753842492874,3249.286162217998,13.522992383157089,1
2025-05-21,3309.300048828125,3317.5,3290.199951171875,3293.39990234375,979,55.71098537269685,3260.160317165055,3254.7419700916457,17.032114756348165,0
2025-05-22,3292.300048828125,3328.0,3282.699951171875,3327.300048828125,1210,53.6878541859453,3266.588263497669,3258.156340885871,18.231203627009563,1
2025-05-23,3363.60009765625,3363.60009765625,3323.5,3328.0,47,60.390957923862715,3285.9906303293856,3267.742136955905,24.650650897981905,0
2025-05-27,3299.10009765625,3341.0,3296.300048828125,3332.5,189,52.72101430152867,3288.612523794759,3270.5928606559364,24.25391413423722,0
2025-05-28,3293.60009765625,3293.60009765625,3293.60009765625,3293.60009765625,127758,52.094155510440146,3289.610038567057,3272.684427655965,23.22793616681065,1
2025-05-29,3317.10009765625,3328.800048828125,3242.39990234375,3283.699951171875,24370,54.65385509834636,3295.1080503848957,3276.722215837809,24.034045324332965,0
2025-05-30,3288.89990234375,3318.0,3270.89990234375,3315.10009765625,2213,51.01910092600493,3293.866420776667,3277.8292782474396,22.14213184362461,1
2025-06-02,3370.60009765625,3380.800048828125,3296.89990234375,3296.89990234375,976,59.65606261053429,3309.2131561525835,3286.2629891027855,26.92492595809972,0
2025-06-03,3350.199951171875,3390.0,3331.300048828125,3385.10009765625,6410,56.87370197725087,3317.410515156442,3292.075440199975,28.737930448372026,1
2025-06-04,3373.5,3380.0,3344.0,3355.0,207,59.28365541160756,3328.628412125154,3299.477672909068,31.68957113275701,0
2025-06-05,3350.699951171875,3400.0,3343.699951171875,3371.5,731,55.88801574273708,3333.042719934498,3304.134243660232,31.822168102806245,0
2025-06-06,3322.699951171875,3364.300048828125,3306.0,3364.300048828125,81,51.8366340399698,3330.974166181974,3305.8220352522,29.329790593838425,1
2025-06-09,3332.10009765625,3334.60009765625,3290.0,3315.60009765625,1887,53.10471713258354,3331.1993524768295,3308.210950016204,27.79269977965305,0
2025-06-10,3320.89990234375,3344.300048828125,3302.0,3302.0,65,51.31603790219732,3329.1394624502136,3309.36449113689,25.378237552389237,1
2025-06-11,3321.300048828125,3356.0,3321.300048828125,3328.0,2106,51.38104426852346,3327.5715797257963,3310.449541836093,23.229274700125643,1
2025-06-12,3380.89990234375,3395.89990234375,3353.39990234375,3363.0,1818,60.18039452960973,3338.237244249387,3316.8541200640616,26.035297535637255,1
2025-06-13,3431.199951171875,3444.0,3407.300048828125,3407.300048828125,499,65.95791889480131,3356.829785633885,3327.2491956193176,31.949589435382222,0
2025-06-16,3396.39990234375,3442.0,3385.39990234375,3442.0,480,59.33945336346001,3364.7438089758584,3333.535623503357,33.44312375874688,0
2025-06-17,3386.60009765625,3398.300048828125,3376.10009765625,3398.300048828125,1477,57.533098032993614,3369.1150667119373,3338.3596666081653,33.450402712137475,1
2025-06-18,3389.800048828125,3391.89990234375,3365.10009765625,3385.300048828125,0,57.996997001552735,3373.2520631351754,3343.036064991798,33.330171185489235,0
2025-06-20,3368.10009765625,3372.89990234375,3341.0,3350.0,709,53.58637253738848,3372.2216700393906,3345.314613415839,31.12509144935575,1
2025-06-23,3377.699951171875,3387.89990234375,3350.0,3365.89990234375,30,55.25886775840375,3373.317326265888,3348.258735030024,29.80856325905279,0
2025-06-24,3317.39990234375,3358.0,3301.0,3358.0,538,44.15427410942494,3362.1338414814604,3345.453386603999,23.627136271710697,1
2025-06-25,3327.10009765625,3331.199951171875,3310.60009765625,3321.60009765625,373,46.09063030155894,3355.1270927164187,3343.784905790568,19.28868755987014,1
2025-06-26,3333.5,3333.5,3332.39990234375,3332.39990234375,373,47.42694540892779,3350.8016741731353,3342.8499143550616,16.18033747334357,0
